IPN,MPN,Manufacturer,Description,Symbol,Footprint,Capacitance,Voltage,Type,Tolerance,Datasheet,Quantity
CAP-0000-0333,C0402C333K4RECTU,Kemet,33 nF Ceramic Capacitor,Device:C,Capacitor_SMD:C_0402_1005Metric,3n3F,16V,X7R,10.00%,https://search.kemet.com/download/datasheet/C0402C333K4REC7867,20
